value,variable,year,country,continent,mean_GDPPP,change_bii,change_gdp
0.995540201663971,bii,1990,Libya,Africa,9553.792278500001,-0.4459798336029053,-55.52518680713908
0.666557013988495,bii,1990,Togo,Africa,1008.29291415,-4.0199877198822,-36.633915755784535
0.63524466753006,bii,1990,Uganda,Africa,730.36493895,-13.912241130187045,-18.598210788088892
0.894630491733551,bii,1990,Zambia,Africa,1141.1192255,-0.6302777761226539,-32.12041010940164
0.839994609355927,bii,1990,Gabon,Africa,14122.4997,0.9760942216202529,-14.790011560589766
0.911304473876953,bii,1990,Canada,Americas,27648.905075,-0.4709242779982872,34.670852760685676
0.792067766189575,bii,1990,Panama,Americas,6866.217651,-5.113961209425572,28.146957365180064
0.588068842887878,bii,1990,Cuba,Americas,5512.417189,-18.088128157730623,-5.657275593070388
0.844957172870636,bii,1990,Trinidad and Tobago,Americas,8081.782029,5.593863710004791,11.326168926195228
0.851192891597748,bii,1990,Japan,Asia,27820.74005,2.379447210444248,77.26334226919536
0.472473531961441,bii,1990,Mongolia,Asia,1843.8270579999999,2.768156198242653,20.148236298906852
0.695814669132233,bii,1990,Thailand,Asia,5234.761021,-14.374035465529083,200.36640432627286
0.72501128911972,bii,1990,Slovenia,Europe,15687.912079999998,2.091925505458492,13.431809226922248
0.42478534579277,bii,1990,Denmark,Europe,28105.54276,7.711414381989795,43.07040135449283
0.802757263183594,bii,1990,Iceland,Europe,26602.745835,-0.1146216850284265,50.07320259470693
0.548307001590729,bii,1990,Switzerland,Europe,32003.426655,10.738607691241008,18.143080148007005
0.596015691757202,bii,1990,France,Europe,25296.79051,4.064999022258823,47.07510372250609
0.566852509975433,bii,1990,Netherlands,Europe,28518.540119999998,3.970447672134708,42.57913822285874
0.763475179672241,bii,1990,Tunisia,Africa,4604.759389000001,-0.9844592068190774,56.78010779954883
0.59701269865036,bii,1990,Guinea,Africa,831.8991026,-1.2102963214432463,2.935382108067227
0.698303699493408,bii,1990,Gambia,Africa,659.6772915,-7.135228926053192,-19.59283629711041
0.499401688575745,bii,1990,Nigeria,Africa,1622.394746,-3.3906112624492777,-11.834533651390993
0.723765254020691,bii,1990,Sierra Leone,Africa,821.6722178,-3.797097092965235,-39.18145391188335
